listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
49280,10556,6985,1902,9,195.0,1755.0,2008-03-17 09:19:51
49282,40459,6604,1835,3,49.0,147.0,2008-01-09 02:02:36
49283,24865,1863,1836,12,254.0,3048.0,2008-01-10 10:42:43
49284,3629,1696,1917,6,73.0,438.0,2008-04-01 01:34:51
49285,35314,4424,2026,5,36.0,180.0,2008-07-19 04:20:11
49287,19352,7213,2161,10,260.0,2600.0,2008-12-01 10:41:43
49288,7028,2309,2077,7,257.0,1799.0,2008-09-08 05:07:52
49289,48453,4962,2108,1,53.0,53.0,2008-10-09 10:10:52
49290,26614,3772,1885,22,246.0,5412.0,2008-02-28 11:20:14
49291,33134,3259,1958,8,193.0,1544.0,2008-05-12 09:19:19
49292,4926,7427,1846,3,350.0,1050.0,2008-01-20 01:50:47
49293,36014,2926,2154,2,113.0,226.0,2008-11-24 02:00:32
49294,43054,659,1933,22,177.0,3894.0,2008-04-17 09:41:50
49295,28405,7412,1952,8,86.0,688.0,2008-05-06 06:19:33
49296,26480,5974,2053,9,30.0,270.0,2008-08-15 10:40:31
49297,34786,4041,1990,16,66.0,1056.0,2008-06-13 07:43:56
49298,34346,1626,2009,20,165.0,3300.0,2008-07-02 05:35:27
49299,34029,3711,2087,24,316.0,7584.0,2008-09-18 08:10:41
49300,17850,1476,1832,2,110.0,220.0,2008-01-06 01:29:19
49301,33746,2691,2153,2,173.0,346.0,2008-11-23 10:04:45
49302,32379,3163,1844,6,315.0,1890.0,2008-01-18 11:29:04
49303,929,7799,1991,1,295.0,295.0,2008-06-14 08:53:44
49304,17712,6563,1914,6,135.0,810.0,2008-03-29 12:04:05
49305,32239,5803,2125,9,90.0,810.0,2008-10-26 08:06:22
49306,12454,1140,1905,24,315.0,7560.0,2008-03-20 09:05:56
49307,10327,4273,1891,6,177.0,1062.0,2008-03-06 04:19:48
49308,11077,1767,2167,16,176.0,2816.0,2008-12-07 02:07:38
49309,8064,7962,1903,20,103.0,2060.0,2008-03-18 08:08:14
49310,34520,250,1884,24,151.0,3624.0,2008-02-27 01:59:24
49311,49699,6766,2080,22,80.0,1760.0,2008-09-11 10:29:50
49312,29865,5804,1980,6,44.0,264.0,2008-06-03 03:21:43
49313,11756,436,1913,10,38.0,380.0,2008-03-28 07:26:31
49315,40957,334,1951,22,110.0,2420.0,2008-05-05 02:06:49
49316,46886,2260,1854,16,63.0,1008.0,2008-01-28 01:40:06
49317,32964,90,2113,20,72.0,1440.0,2008-10-14 09:32:56
49318,45063,398,1849,7,137.0,959.0,2008-01-23 07:59:20
49319,32004,1918,1999,6,308.0,1848.0,2008-06-22 01:41:08
49320,34462,4157,1958,22,193.0,4246.0,2008-05-12 11:21:07
49321,2082,4636,1986,3,259.0,777.0,2008-06-09 01:12:50
49322,2295,967,2001,3,228.0,684.0,2008-06-24 12:17:05
49323,40597,1338,1853,2,21.0,42.0,2008-01-27 09:48:52
49324,13131,5270,1914,8,32.0,256.0,2008-03-29 07:19:15
49325,5126,4517,2109,4,319.0,1276.0,2008-10-10 04:08:35
49326,16420,1055,1936,20,23.0,460.0,2008-04-20 08:53:49
49327,6262,5724,1838,24,51.0,1224.0,2008-01-12 05:06:01
49328,27540,4951,2016,6,51.0,306.0,2008-07-09 09:49:15
49329,23322,1310,2029,18,30.0,540.0,2008-07-22 05:10:55
49330,49885,607,2063,18,280.0,5040.0,2008-08-25 01:07:03
49331,39157,582,2062,10,93.0,930.0,2008-08-24 06:43:13
49332,3638,7860,2036,4,263.0,1052.0,2008-07-29 04:13:58
49333,17016,1832,2075,5,181.0,905.0,2008-09-06 06:23:59
49334,21220,6747,1949,4,56.0,224.0,2008-05-03 08:35:31
49335,18514,5408,1854,10,89.0,890.0,2008-01-28 08:41:17
49336,527,5184,2030,22,70.0,1540.0,2008-07-23 08:19:36
49337,12702,3379,2113,24,40.0,960.0,2008-10-14 03:12:13
49338,49558,5923,2031,2,319.0,638.0,2008-07-24 02:33:52
49339,31783,8181,2078,10,80.0,800.0,2008-09-09 01:35:52
49341,4777,8756,2027,7,224.0,1568.0,2008-07-20 06:46:35
49343,7246,1866,1932,24,92.0,2208.0,2008-04-16 05:05:50
49344,37382,2687,1929,18,99.0,1782.0,2008-04-13 06:55:01
49345,36630,5076,2048,16,92.0,1472.0,2008-08-10 12:54:09
49347,44600,1848,1900,8,314.0,2512.0,2008-03-15 01:27:13
49348,31150,2961,1965,24,165.0,3960.0,2008-05-19 09:22:37
49349,41352,6180,1961,6,191.0,1146.0,2008-05-15 02:42:21
49350,4674,5031,2049,4,285.0,1140.0,2008-08-11 11:26:45
49351,8306,5873,1835,18,192.0,3456.0,2008-01-09 05:53:55
49352,20189,4620,2105,3,171.0,513.0,2008-10-06 06:40:08
49353,48153,3352,2155,1,274.0,274.0,2008-11-25 04:24:28
49354,4987,7642,1895,20,251.0,5020.0,2008-03-10 03:06:28
49356,24177,6080,2141,14,329.0,4606.0,2008-11-11 11:45:59
49357,48847,5830,2055,5,180.0,900.0,2008-08-17 06:30:41
49358,36370,4520,2065,4,161.0,644.0,2008-08-27 01:39:04
49359,36891,1492,1984,16,84.0,1344.0,2008-06-07 02:12:17
49360,30719,8336,2030,14,293.0,4102.0,2008-07-23 11:11:04
49361,47087,392,2120,4,238.0,952.0,2008-10-21 09:06:09
49362,31036,6235,2142,5,334.0,1670.0,2008-11-12 01:47:36
49363,17259,8274,1888,1,165.0,165.0,2008-03-03 09:45:36
49364,36679,1890,1984,10,146.0,1460.0,2008-06-07 03:40:41
49365,42761,3811,2004,8,58.0,464.0,2008-06-27 03:47:51
49366,28498,8244,1948,22,256.0,5632.0,2008-05-02 04:41:38
49367,17465,6972,1849,20,195.0,3900.0,2008-01-23 12:28:29
49368,40407,2862,2116,4,52.0,208.0,2008-10-17 07:27:28
49369,35007,669,1905,2,345.0,690.0,2008-03-20 02:50:10
49370,203,4461,1960,1,279.0,279.0,2008-05-14 08:18:40
49371,14357,1717,1960,24,282.0,6768.0,2008-05-14 12:27:33
49372,34541,7780,1953,5,311.0,1555.0,2008-05-07 12:44:39
49373,20379,2233,1923,8,138.0,1104.0,2008-04-07 07:30:19
49374,40640,2451,1960,1,94.0,94.0,2008-05-14 02:40:50
49375,36158,4570,1984,8,235.0,1880.0,2008-06-07 09:15:32
49376,3632,3907,2020,6,232.0,1392.0,2008-07-13 12:13:57
49377,14039,3582,1898,6,228.0,1368.0,2008-03-13 02:15:20
49378,4389,6178,2172,7,63.0,441.0,2008-12-12 11:42:11
49379,33992,2779,1934,9,199.0,1791.0,2008-04-18 03:32:52
49380,5329,5524,1948,1,344.0,344.0,2008-05-02 04:18:11
49381,34947,8164,2083,14,252.0,3528.0,2008-09-14 05:17:54
49382,34192,3744,2000,5,162.0,810.0,2008-06-23 10:14:22
49383,986,2480,2058,4,54.0,216.0,2008-08-20 09:51:33
49384,8480,6920,1960,3,213.0,639.0,2008-05-14 09:11:44
49386,27786,795,1877,3,268.0,804.0,2008-02-20 04:23:54
49387,49164,494,2006,6,107.0,642.0,2008-06-29 08:37:14
49388,33641,3302,2162,5,57.0,285.0,2008-12-02 03:11:09
49389,39932,3716,2100,4,86.0,344.0,2008-10-01 03:39:14
49390,26515,7904,1976,4,156.0,624.0,2008-05-30 01:46:16
49391,37722,3758,1966,8,159.0,1272.0,2008-05-20 02:23:14
49392,28421,4199,2033,22,320.0,7040.0,2008-07-26 05:45:50
49393,45241,4531,2150,20,330.0,6600.0,2008-11-20 10:44:59
49394,41682,1364,2077,10,104.0,1040.0,2008-09-08 06:10:37
49395,32586,2406,1866,4,89.0,356.0,2008-02-09 09:35:16
49396,30347,3275,1871,5,239.0,1195.0,2008-02-14 06:24:36
49397,14162,1721,1903,16,212.0,3392.0,2008-03-18 03:34:52
49399,13557,7746,1912,8,172.0,1376.0,2008-03-27 02:28:19
49400,29116,5498,1999,20,114.0,2280.0,2008-06-22 11:18:35
49401,31555,6198,1976,7,264.0,1848.0,2008-05-30 01:40:13
49402,36704,5709,1905,20,23.0,460.0,2008-03-20 09:09:48
49403,21022,4621,1866,2,344.0,688.0,2008-02-09 05:05:33
49405,35000,87,2159,22,54.0,1188.0,2008-11-29 11:18:53
49406,11220,1917,2059,12,36.0,432.0,2008-08-21 12:38:41
49407,44110,1056,1955,3,253.0,759.0,2008-05-09 04:40:20
49408,1597,506,1918,10,27.0,270.0,2008-04-02 05:31:39
49409,41344,7221,2028,12,291.0,3492.0,2008-07-21 08:49:17
49410,46779,293,1902,7,86.0,602.0,2008-03-17 08:47:58
49411,25407,4899,1969,18,306.0,5508.0,2008-05-23 03:25:34
49412,33658,413,1971,6,179.0,1074.0,2008-05-25 11:19:52
49413,17973,156,2022,24,69.0,1656.0,2008-07-15 09:13:34
49414,2530,7048,1972,6,284.0,1704.0,2008-05-26 12:40:34
49415,2841,4222,1955,12,43.0,516.0,2008-05-09 03:42:05
49417,4040,2745,2158,8,119.0,952.0,2008-11-28 04:43:22
49418,46164,8053,1974,1,188.0,188.0,2008-05-28 01:59:09
49419,15822,390,2100,16,257.0,4112.0,2008-10-01 06:09:41
49420,17727,579,2011,3,188.0,564.0,2008-07-04 02:10:33
49421,45142,7991,1999,6,302.0,1812.0,2008-06-22 03:10:03
49422,38342,6948,1983,5,308.0,1540.0,2008-06-06 08:52:59
49423,42098,359,2080,22,72.0,1584.0,2008-09-11 04:08:03
49424,3198,4188,1875,6,270.0,1620.0,2008-02-18 05:13:21
49425,49142,4067,1927,18,74.0,1332.0,2008-04-11 10:40:30
49426,38611,5392,1866,9,324.0,2916.0,2008-02-09 02:46:28
49427,7523,5086,2004,12,113.0,1356.0,2008-06-27 12:08:57
49428,3432,872,2072,3,341.0,1023.0,2008-09-03 01:12:31
49429,29693,6326,2001,1,345.0,345.0,2008-06-24 11:21:02
49430,17489,3686,2157,5,233.0,1165.0,2008-11-27 07:34:52
49431,18689,5478,2127,22,322.0,7084.0,2008-10-28 06:44:57
49432,42443,788,2080,8,331.0,2648.0,2008-09-11 06:29:43
49433,34036,6969,1941,7,72.0,504.0,2008-04-25 03:52:00
49434,14088,4537,2057,1,179.0,179.0,2008-08-19 11:35:15
49435,47276,8508,2004,20,259.0,5180.0,2008-06-27 04:56:48
49436,36511,1204,1880,20,274.0,5480.0,2008-02-23 05:46:35
49438,30438,4696,2150,7,306.0,2142.0,2008-11-20 06:44:43
49439,17806,7458,2121,10,54.0,540.0,2008-10-22 11:06:12
49440,14605,2227,1982,12,342.0,4104.0,2008-06-05 09:25:52
49443,406,3908,2094,9,192.0,1728.0,2008-09-25 12:50:14
49445,21608,393,2033,20,350.0,7000.0,2008-07-26 01:41:10
49447,6670,7549,2106,6,295.0,1770.0,2008-10-07 11:39:12
49448,31763,4535,1837,7,214.0,1498.0,2008-01-11 08:07:33
49449,11566,4466,2011,2,319.0,638.0,2008-07-04 02:33:42
49451,22730,1235,1895,9,336.0,3024.0,2008-03-10 08:31:28
49452,36209,1037,2171,12,309.0,3708.0,2008-12-11 08:29:04
49453,32285,7606,2119,5,186.0,930.0,2008-10-20 01:10:32
49454,29512,4543,1942,9,172.0,1548.0,2008-04-26 02:24:21
49455,24520,7144,2134,5,176.0,880.0,2008-11-04 03:13:07
49456,27305,6575,2018,6,51.0,306.0,2008-07-11 01:27:49
49457,31397,7672,1844,2,173.0,346.0,2008-01-18 04:17:56
49458,43872,2261,1997,8,63.0,504.0,2008-06-20 02:43:20
49459,6582,5209,1966,4,107.0,428.0,2008-05-20 10:08:43
49460,23833,5454,1938,18,92.0,1656.0,2008-04-22 11:12:16
49461,2623,6829,2032,20,184.0,3680.0,2008-07-25 06:05:54
49462,41193,6456,1882,5,66.0,330.0,2008-02-25 01:15:54
49463,44977,3148,1859,4,74.0,296.0,2008-02-02 06:53:56
49464,30325,3167,1993,6,329.0,1974.0,2008-06-16 08:38:44
49465,18858,4579,2024,8,216.0,1728.0,2008-07-17 12:17:07
49466,32774,7569,2025,16,83.0,1328.0,2008-07-18 02:58:24
49467,17352,7918,1955,18,63.0,1134.0,2008-05-09 04:52:54
49469,23251,3811,1977,22,51.0,1122.0,2008-05-31 03:16:53
49470,9548,3521,1999,18,303.0,5454.0,2008-06-22 04:05:35
49471,9714,2861,1844,4,120.0,480.0,2008-01-18 12:36:48
49474,10377,5111,1859,24,65.0,1560.0,2008-02-02 12:16:36
49475,8956,6866,2105,6,247.0,1482.0,2008-10-06 12:08:24
49476,42712,95,1834,4,227.0,908.0,2008-01-08 06:08:28
49477,34581,927,1983,8,252.0,2016.0,2008-06-06 07:50:49
49478,5921,8736,2036,5,327.0,1635.0,2008-07-29 06:49:31
49479,4114,432,2116,6,137.0,822.0,2008-10-17 05:54:50
49481,18448,3150,2095,22,242.0,5324.0,2008-09-26 03:21:41
49482,1065,1634,1831,9,310.0,2790.0,2008-01-05 08:03:50
49483,2592,5007,2104,5,119.0,595.0,2008-10-05 11:37:50
49484,48137,695,1852,2,136.0,272.0,2008-01-26 01:04:25
49485,28493,465,2043,1,129.0,129.0,2008-08-05 06:21:43
49486,46089,1589,1952,6,211.0,1266.0,2008-05-06 12:44:02
49487,2375,7436,2116,16,284.0,4544.0,2008-10-17 06:49:07
49489,33073,2228,1897,1,319.0,319.0,2008-03-12 05:21:54
49491,1218,4217,2076,5,287.0,1435.0,2008-09-07 05:57:17
49492,33065,5482,2100,5,285.0,1425.0,2008-10-01 02:07:07
49493,26533,8179,1831,3,299.0,897.0,2008-01-05 12:57:06
49494,20791,2457,1959,7,301.0,2107.0,2008-05-13 07:19:09
49495,25041,8016,1832,9,213.0,1917.0,2008-01-06 08:43:58
49496,35090,7725,1956,16,256.0,4096.0,2008-05-10 02:12:54
49497,7081,7043,2064,10,71.0,710.0,2008-08-26 11:44:17
49498,22674,2147,1882,8,242.0,1936.0,2008-02-25 12:47:56
49499,32668,5580,1848,5,40.0,200.0,2008-01-22 03:41:14
49500,27484,7943,2081,1,290.0,290.0,2008-09-12 09:18:17
49501,18315,6741,2055,20,202.0,4040.0,2008-08-17 01:21:04
49502,22473,5175,2045,6,150.0,900.0,2008-08-07 09:56:35
49503,1705,14,2105,18,81.0,1458.0,2008-10-06 06:07:12
49504,40551,5150,2028,20,21.0,420.0,2008-07-21 06:15:51
49505,12970,2189,1964,7,100.0,700.0,2008-05-18 08:30:24
49506,34106,6329,2097,1,90.0,90.0,2008-09-28 06:36:05
49507,37090,384,1871,24,239.0,5736.0,2008-02-14 12:10:23
49508,22917,6677,1885,16,86.0,1376.0,2008-02-28 04:58:34
49509,23051,6661,2032,9,317.0,2853.0,2008-07-25 12:07:13
49510,3203,6272,2076,12,339.0,4068.0,2008-09-07 09:54:40
49511,45694,4342,1837,7,259.0,1813.0,2008-01-11 09:34:50
49512,28111,4735,1834,3,316.0,948.0,2008-01-08 12:43:28
49513,26714,3078,2077,3,179.0,537.0,2008-09-08 09:50:46
49514,49464,8273,1867,1,118.0,118.0,2008-02-10 09:12:25
49515,27559,5744,2134,8,201.0,1608.0,2008-11-04 04:07:02
49516,42131,2062,2132,8,329.0,2632.0,2008-11-02 05:25:12
49517,38416,4478,1861,3,47.0,141.0,2008-02-04 12:06:22
49518,44766,8314,2170,9,307.0,2763.0,2008-12-10 12:57:23
49519,48711,7128,1873,3,126.0,378.0,2008-02-16 11:05:28
49520,27570,6956,2102,20,242.0,4840.0,2008-10-03 04:36:29
49521,49150,5302,1863,10,175.0,1750.0,2008-02-06 01:24:39
49522,5177,8036,2104,16,280.0,4480.0,2008-10-05 08:36:58
49523,2760,503,2098,24,22.0,528.0,2008-09-29 03:59:44
49524,16390,1013,1951,2,228.0,456.0,2008-05-05 05:16:42
49525,20719,4002,1946,1,229.0,229.0,2008-04-30 09:18:44
49526,20037,1564,2006,3,154.0,462.0,2008-06-29 04:08:09
49528,40032,7230,1849,22,225.0,4950.0,2008-01-23 02:45:07
49529,5503,4146,2134,24,226.0,5424.0,2008-11-04 12:36:01
49530,42381,6342,2035,12,278.0,3336.0,2008-07-28 06:51:43
49531,13985,6902,2134,12,247.0,2964.0,2008-11-04 02:40:35
49532,17947,5831,1954,14,217.0,3038.0,2008-05-08 06:59:37
49533,45929,7470,1990,12,26.0,312.0,2008-06-13 06:58:16
49534,36197,3377,1901,16,259.0,4144.0,2008-03-16 08:39:50
49535,37519,7496,1962,24,339.0,8136.0,2008-05-16 10:12:00
49536,46787,1696,1903,9,204.0,1836.0,2008-03-18 02:31:51
49537,608,7470,1978,16,342.0,5472.0,2008-06-01 02:03:40
49538,18749,877,2125,10,62.0,620.0,2008-10-26 10:30:57
49539,44287,1714,1898,9,305.0,2745.0,2008-03-13 05:55:15
49540,24602,4078,1852,18,111.0,1998.0,2008-01-26 12:00:51
49541,14074,7630,1960,1,302.0,302.0,2008-05-14 04:24:17
49542,12526,2900,1898,14,43.0,602.0,2008-03-13 04:45:23
49543,44360,2731,2039,24,169.0,4056.0,2008-08-01 05:45:22
49544,35718,7228,1877,18,179.0,3222.0,2008-02-20 03:12:47
49545,45112,8310,2037,3,251.0,753.0,2008-07-30 01:38:44
49547,32843,1875,2025,14,198.0,2772.0,2008-07-18 10:17:50
49548,33389,5883,1829,20,256.0,5120.0,2008-01-03 06:30:05
49549,49724,8196,1842,5,159.0,795.0,2008-01-16 04:09:50
49550,6460,7021,2054,6,236.0,1416.0,2008-08-16 08:18:05
49553,21289,8539,2093,22,193.0,4246.0,2008-09-24 09:30:30
49554,31604,5690,2120,10,227.0,2270.0,2008-10-21 03:07:11
49555,16056,4120,1906,9,222.0,1998.0,2008-03-21 10:19:14
49556,38604,5660,1995,7,300.0,2100.0,2008-06-18 07:15:58
49557,10741,8128,2012,3,158.0,474.0,2008-07-05 08:45:40
49558,43455,6537,2141,18,57.0,1026.0,2008-11-11 01:29:51
49559,36751,7793,2002,18,222.0,3996.0,2008-06-25 08:23:52
49560,9858,3039,2130,1,166.0,166.0,2008-10-31 04:58:19
49561,39411,3264,2117,5,176.0,880.0,2008-10-18 09:53:16
49563,13525,5622,2093,7,100.0,700.0,2008-09-24 05:19:14
49564,16343,7161,1997,9,180.0,1620.0,2008-06-20 11:56:59
49565,7442,6698,2058,4,289.0,1156.0,2008-08-20 02:30:34
49566,21104,1787,1923,1,174.0,174.0,2008-04-07 07:06:53
49567,3466,4207,2002,12,223.0,2676.0,2008-06-25 05:34:22
49568,33326,8404,2069,9,161.0,1449.0,2008-08-31 05:54:30
49569,11768,3607,2003,18,238.0,4284.0,2008-06-26 10:30:55
49570,36671,7742,2032,20,21.0,420.0,2008-07-25 04:10:54
49571,36209,7077,2095,12,159.0,1908.0,2008-09-26 01:54:34
49572,12386,7130,2009,20,71.0,1420.0,2008-07-02 12:33:41
49573,35372,1986,2019,9,329.0,2961.0,2008-07-12 02:31:27
49574,35846,646,1953,24,337.0,8088.0,2008-05-07 04:44:37
49575,48929,4540,2024,24,245.0,5880.0,2008-07-17 10:58:50
49576,4113,5588,1986,8,97.0,776.0,2008-06-09 04:44:51
49577,29509,5623,2070,8,98.0,784.0,2008-09-01 03:56:07
49578,7440,94,2031,18,31.0,558.0,2008-07-24 04:24:14
49579,40013,6997,1834,24,301.0,7224.0,2008-01-08 11:27:44
49580,47843,1740,1949,10,109.0,1090.0,2008-05-03 11:02:50
49581,5353,7460,1844,7,248.0,1736.0,2008-01-18 02:31:29
49582,46149,4073,1910,20,191.0,3820.0,2008-03-25 03:30:21
49583,43751,1186,1920,24,278.0,6672.0,2008-04-04 09:19:10
49584,11382,8594,1981,3,90.0,270.0,2008-06-04 06:26:32
49585,44734,8303,1845,20,339.0,6780.0,2008-01-19 01:51:52
49586,42351,6526,1880,7,93.0,651.0,2008-02-23 04:22:32
49587,3359,7685,2130,8,272.0,2176.0,2008-10-31 07:50:06
49588,47874,6556,2078,4,142.0,568.0,2008-09-09 05:30:58
49589,45441,1170,2043,7,223.0,1561.0,2008-08-05 05:15:36
49590,42123,1669,2139,12,264.0,3168.0,2008-11-09 06:22:19
49591,48544,8476,1953,9,197.0,1773.0,2008-05-07 09:28:16
49592,35,8220,1907,3,259.0,777.0,2008-03-22 07:20:36
49593,40129,2999,2165,24,180.0,4320.0,2008-12-05 04:00:24
49594,1073,3613,2045,14,188.0,2632.0,2008-08-07 05:47:29
49595,25200,8144,1954,7,104.0,728.0,2008-05-08 11:01:30
49596,23681,6022,1999,1,260.0,260.0,2008-06-22 05:58:01
49597,49587,6500,2119,10,40.0,400.0,2008-10-20 10:39:32
49598,35645,1287,2166,3,209.0,627.0,2008-12-06 10:34:34
49599,141,4263,2077,4,187.0,748.0,2008-09-08 07:14:23
49600,39162,7995,2129,14,261.0,3654.0,2008-10-30 02:48:14
49601,10435,7346,1850,3,44.0,132.0,2008-01-24 06:05:37
49603,26713,8649,1852,7,236.0,1652.0,2008-01-26 06:14:14
49604,21608,8117,2071,6,117.0,702.0,2008-09-02 07:17:47
49605,44792,7617,1866,24,205.0,4920.0,2008-02-09 10:26:04
49606,32658,8266,2038,2,146.0,292.0,2008-07-31 11:06:51
49607,11568,3164,2141,7,208.0,1456.0,2008-11-11 01:50:03
49608,19690,5868,2007,3,121.0,363.0,2008-06-30 02:48:26
49609,41551,560,2136,7,29.0,203.0,2008-11-06 07:44:15
49610,32171,1339,2114,9,326.0,2934.0,2008-10-15 08:14:37
49611,38172,6899,2150,6,324.0,1944.0,2008-11-20 01:58:47
49612,27,1997,2105,7,348.0,2436.0,2008-10-06 05:26:55
49613,29252,1673,1848,8,276.0,2208.0,2008-01-22 06:13:04
49614,33033,6592,1928,7,340.0,2380.0,2008-04-12 05:41:05
49615,35948,2970,1937,9,167.0,1503.0,2008-04-21 08:14:26
49616,28611,6767,2088,4,65.0,260.0,2008-09-19 02:08:22
49617,644,2411,2082,24,129.0,3096.0,2008-09-13 07:58:09
49618,13094,8733,2051,14,225.0,3150.0,2008-08-13 01:30:42
49619,49445,200,1869,7,325.0,2275.0,2008-02-12 12:28:44
49620,32014,1984,1871,24,145.0,3480.0,2008-02-14 07:14:46
49621,39891,8426,1880,5,179.0,895.0,2008-02-23 10:10:18
49622,8638,4782,1962,16,62.0,992.0,2008-05-16 09:25:21
49623,27623,4156,2093,3,106.0,318.0,2008-09-24 09:37:01
49624,37697,2682,2018,14,218.0,3052.0,2008-07-11 05:54:43
49625,47883,7631,2003,14,329.0,4606.0,2008-06-26 06:21:47
49626,21376,3472,1882,5,31.0,155.0,2008-02-25 03:14:34
49627,49617,179,2016,6,200.0,1200.0,2008-07-09 07:24:42
49628,19259,6303,2016,1,251.0,251.0,2008-07-09 10:37:34
49629,26989,7761,2077,2,234.0,468.0,2008-09-08 08:04:55
49630,40315,4632,1846,3,347.0,1041.0,2008-01-20 08:25:50
49631,36467,2739,2148,8,110.0,880.0,2008-11-18 12:54:11
49632,32618,1300,2058,5,225.0,1125.0,2008-08-20 12:46:44
49633,28275,7927,2022,14,90.0,1260.0,2008-07-15 01:54:14
49634,26472,6139,2013,3,198.0,594.0,2008-07-06 01:38:39
49636,7234,825,2032,4,117.0,468.0,2008-07-25 10:28:16
49637,36044,5137,1891,4,42.0,168.0,2008-03-06 05:18:41
49638,4553,4288,2120,8,153.0,1224.0,2008-10-21 05:09:44
49639,37752,6930,2125,9,144.0,1296.0,2008-10-26 12:28:25
49640,47495,4240,1926,2,196.0,392.0,2008-04-10 12:48:37
49641,47805,5950,1998,6,319.0,1914.0,2008-06-21 05:56:49
49642,26104,8357,2100,22,144.0,3168.0,2008-10-01 04:57:14
49643,5514,2825,1899,24,94.0,2256.0,2008-03-14 08:11:23
49644,34855,2697,1956,22,208.0,4576.0,2008-05-10 03:03:43
49645,34704,7313,1944,6,42.0,252.0,2008-04-28 10:21:33
49646,5123,6534,2006,1,56.0,56.0,2008-06-29 06:32:19
49647,38377,83,2158,14,327.0,4578.0,2008-11-28 04:35:07
49648,354,1954,2053,3,172.0,516.0,2008-08-15 08:29:36
49649,36517,1101,1890,18,228.0,4104.0,2008-03-05 06:06:31
49650,9513,1655,2034,22,220.0,4840.0,2008-07-27 05:21:38
49652,8143,6598,1889,4,20.0,80.0,2008-03-04 02:11:19
49653,41957,6544,1863,6,209.0,1254.0,2008-02-06 02:24:40
49654,3828,1842,1993,20,294.0,5880.0,2008-06-16 09:32:21
49655,15153,4297,1898,20,105.0,2100.0,2008-03-13 05:29:53
49656,9078,5091,2001,3,303.0,909.0,2008-06-24 11:56:30
49657,5545,7922,1961,6,62.0,372.0,2008-05-15 08:37:39
49658,24149,268,1945,2,313.0,626.0,2008-04-29 11:04:39
49659,49725,3888,1830,14,109.0,1526.0,2008-01-04 12:37:19
49660,39858,3083,1904,6,202.0,1212.0,2008-03-19 02:04:10
49661,17567,3390,1936,20,229.0,4580.0,2008-04-20 07:36:16
49662,24993,6611,2008,3,82.0,246.0,2008-07-01 06:03:38
49663,4570,2892,2141,24,37.0,888.0,2008-11-11 11:56:21
49664,28665,3270,2006,20,182.0,3640.0,2008-06-29 05:39:30
49665,19542,2569,1990,10,26.0,260.0,2008-06-13 01:06:43
49666,11313,4231,1847,18,248.0,4464.0,2008-01-21 11:46:29
49667,13292,1966,1895,14,166.0,2324.0,2008-03-10 08:30:11
49669,29941,8121,2080,1,195.0,195.0,2008-09-11 04:30:01
49670,44750,6540,2134,24,261.0,6264.0,2008-11-04 03:15:22
49671,7821,2898,1905,7,81.0,567.0,2008-03-20 05:41:20
49672,37024,4406,2140,12,193.0,2316.0,2008-11-10 02:32:02
49673,15566,8246,1997,1,177.0,177.0,2008-06-20 02:55:33
49674,17494,6771,2007,12,211.0,2532.0,2008-06-30 04:59:52
49676,8077,2684,2024,9,243.0,2187.0,2008-07-17 09:30:28
49677,42443,2837,1898,2,76.0,152.0,2008-03-13 10:44:32
49678,48682,5247,2153,5,292.0,1460.0,2008-11-23 03:29:42
49679,43436,8354,2150,8,136.0,1088.0,2008-11-20 04:43:53
49680,2755,5027,1918,3,304.0,912.0,2008-04-02 07:21:29
49681,20285,2931,2100,9,222.0,1998.0,2008-10-01 12:48:33
49682,25284,4491,2167,16,96.0,1536.0,2008-12-07 07:08:53
49683,43379,6265,2059,22,320.0,7040.0,2008-08-21 12:28:06
49684,40056,2343,1842,9,61.0,549.0,2008-01-16 01:35:40
49685,19738,4854,1880,7,82.0,574.0,2008-02-23 04:45:27
49686,32849,2646,2023,10,344.0,3440.0,2008-07-16 12:53:19
49687,4112,7785,1841,20,214.0,4280.0,2008-01-15 11:46:31
49688,5115,4506,2091,6,30.0,180.0,2008-09-22 08:33:51
49689,29780,3743,2024,4,208.0,832.0,2008-07-17 12:04:21
49690,27146,4720,1857,3,243.0,729.0,2008-01-31 05:24:11
49691,42346,2654,1882,20,238.0,4760.0,2008-02-25 05:21:43
49692,5741,1642,1981,24,245.0,5880.0,2008-06-04 10:55:26
49693,9075,5021,2105,18,66.0,1188.0,2008-10-06 07:06:02
49694,32513,6436,1984,4,209.0,836.0,2008-06-07 02:11:05
49695,28336,7718,2042,20,251.0,5020.0,2008-08-04 08:12:49
49696,38191,5931,1850,14,224.0,3136.0,2008-01-24 09:25:02
49697,28940,2945,2032,5,248.0,1240.0,2008-07-25 05:08:47
49698,47504,3062,1885,5,233.0,1165.0,2008-02-28 04:01:04
49699,46875,125,2174,7,255.0,1785.0,2008-12-14 12:38:46
49700,4309,6198,2000,24,337.0,8088.0,2008-06-23 01:25:43
49701,11329,8755,1941,7,35.0,245.0,2008-04-25 12:39:33
49702,5308,5384,2105,8,66.0,528.0,2008-10-06 01:00:12
49704,35561,103,1833,4,282.0,1128.0,2008-01-07 08:31:54
49705,44353,3554,1859,22,111.0,2442.0,2008-02-02 10:41:28
49706,32981,5161,1890,20,310.0,6200.0,2008-03-05 11:24:27
